influencer_follower_demo_id,influencer_id,collected_date,influencer_follower_gender,influencer_follower_age_group,engagement_type,engaged_follower_count,engaged_follower_ratio
inffol-3335,inf-0169,2026-06-01,여성,20대,comment,187,10.95
inffol-3336,inf-0169,2026-06-01,여성,30대,comment,193,11.3
inffol-3337,inf-0169,2026-06-01,여성,40대,comment,69,4.04
inffol-3338,inf-0169,2026-06-01,여성,50대,comment,2,0.12
inffol-3339,inf-0170,2026-06-01,남성,10대,like,1,0.13
inffol-3340,inf-0170,2026-06-01,남성,20대,like,128,16.12
inffol-3341,inf-0170,2026-06-01,남성,30대,like,127,15.99
inffol-3342,inf-0170,2026-06-01,남성,40대,like,23,2.9
inffol-3343,inf-0170,2026-06-01,남성,50대,like,95,11.96
inffol-3344,inf-0170,2026-06-01,남성,60대+,like,2,0.25
inffol-3345,inf-0170,2026-06-01,여성,20대,like,100,12.59
inffol-3346,inf-0170,2026-06-01,여성,30대,like,59,7.43
inffol-3347,inf-0170,2026-06-01,여성,40대,like,22,2.77
inffol-3348,inf-0170,2026-06-01,여성,50대,like,54,6.8
inffol-3349,inf-0170,2026-06-01,여성,60대+,like,2,0.25
inffol-3350,inf-0170,2026-06-01,남성,10대,comment,1,0.13
inffol-3351,inf-0170,2026-06-01,남성,20대,comment,39,4.91
inffol-3352,inf-0170,2026-06-01,남성,30대,comment,43,5.42
inffol-3353,inf-0170,2026-06-01,남성,40대,comment,6,0.76
inffol-3354,inf-0170,2026-06-01,남성,50대,comment,22,2.77
inffol-3355,inf-0170,2026-06-01,여성,20대,comment,25,3.15
inffol-3356,inf-0170,2026-06-01,여성,30대,comment,21,2.64
inffol-3357,inf-0170,2026-06-01,여성,40대,comment,7,0.88
inffol-3358,inf-0170,2026-06-01,여성,50대,comment,17,2.14
inffol-3359,inf-0171,2026-06-01,남성,10대,like,25,1.93
inffol-3360,inf-0171,2026-06-01,남성,20대,like,25,1.93
inffol-3361,inf-0171,2026-06-01,남성,30대,like,35,2.7
inffol-3362,inf-0171,2026-06-01,남성,40대,like,50,3.85
inffol-3363,inf-0171,2026-06-01,남성,50대,like,1,0.08
inffol-3364,inf-0171,2026-06-01,남성,60대+,like,9,0.69
inffol-3365,inf-0171,2026-06-01,여성,10대,like,84,6.47
inffol-3366,inf-0171,2026-06-01,여성,20대,like,112,8.63
inffol-3367,inf-0171,2026-06-01,여성,30대,like,161,12.4
inffol-3368,inf-0171,2026-06-01,여성,40대,like,122,9.4
inffol-3369,inf-0171,2026-06-01,여성,50대,like,1,0.08
inffol-3370,inf-0171,2026-06-01,여성,60대+,like,42,3.24
inffol-3371,inf-0171,2026-06-01,남성,10대,comment,28,2.16
inffol-3372,inf-0171,2026-06-01,남성,20대,comment,24,1.85
inffol-3373,inf-0171,2026-06-01,남성,30대,comment,36,2.77
inffol-3374,inf-0171,2026-06-01,남성,40대,comment,44,3.39
inffol-3375,inf-0171,2026-06-01,남성,50대,comment,2,0.15
inffol-3376,inf-0171,2026-06-01,남성,60대+,comment,15,1.16
inffol-3377,inf-0171,2026-06-01,여성,10대,comment,78,6.01
inffol-3378,inf-0171,2026-06-01,여성,20대,comment,113,8.71
inffol-3379,inf-0171,2026-06-01,여성,30대,comment,154,11.86
inffol-3380,inf-0171,2026-06-01,여성,40대,comment,103,7.94
inffol-3381,inf-0171,2026-06-01,여성,50대,comment,4,0.31
inffol-3382,inf-0171,2026-06-01,여성,60대+,comment,30,2.31
inffol-3383,inf-0172,2026-06-01,남성,10대,like,1,0.33
inffol-3384,inf-0172,2026-06-01,남성,20대,like,36,11.76
inffol-3385,inf-0172,2026-06-01,남성,30대,like,8,2.61
inffol-3386,inf-0172,2026-06-01,남성,40대,like,8,2.61
inffol-3387,inf-0172,2026-06-01,남성,50대,like,7,2.29
inffol-3388,inf-0172,2026-06-01,남성,60대+,like,1,0.33
inffol-3389,inf-0172,2026-06-01,여성,20대,like,60,19.61
inffol-3390,inf-0172,2026-06-01,여성,30대,like,4,1.31
inffol-3391,inf-0172,2026-06-01,여성,40대,like,13,4.25
inffol-3392,inf-0172,2026-06-01,여성,50대,like,19,6.21
inffol-3393,inf-0172,2026-06-01,남성,10대,comment,1,0.33
inffol-3394,inf-0172,2026-06-01,남성,20대,comment,42,13.73
inffol-3395,inf-0172,2026-06-01,남성,30대,comment,4,1.31
inffol-3396,inf-0172,2026-06-01,남성,40대,comment,9,2.94
inffol-3397,inf-0172,2026-06-01,남성,50대,comment,17,5.56
inffol-3398,inf-0172,2026-06-01,여성,20대,comment,43,14.05
inffol-3399,inf-0172,2026-06-01,여성,30대,comment,5,1.63
inffol-3400,inf-0172,2026-06-01,여성,40대,comment,9,2.94
inffol-3401,inf-0172,2026-06-01,여성,50대,comment,19,6.21
inffol-3402,inf-0173,2026-06-01,남성,10대,like,27,7.16
inffol-3403,inf-0173,2026-06-01,남성,20대,like,53,14.06
inffol-3404,inf-0173,2026-06-01,남성,30대,like,24,6.37
inffol-3405,inf-0173,2026-06-01,남성,40대,like,23,6.1
inffol-3406,inf-0173,2026-06-01,남성,50대,like,1,0.27
inffol-3407,inf-0173,2026-06-01,남성,60대+,like,2,0.53
inffol-3408,inf-0173,2026-06-01,여성,10대,like,17,4.51
inffol-3409,inf-0173,2026-06-01,여성,20대,like,24,6.37
inffol-3410,inf-0173,2026-06-01,여성,30대,like,11,2.92
inffol-3411,inf-0173,2026-06-01,여성,40대,like,12,3.18
inffol-3412,inf-0173,2026-06-01,여성,50대,like,1,0.27
inffol-3413,inf-0173,2026-06-01,여성,60대+,like,1,0.27
inffol-3414,inf-0173,2026-06-01,남성,10대,comment,23,6.1
inffol-3415,inf-0173,2026-06-01,남성,20대,comment,68,18.04
inffol-3416,inf-0173,2026-06-01,남성,30대,comment,11,2.92
inffol-3417,inf-0173,2026-06-01,남성,40대,comment,18,4.77
inffol-3418,inf-0173,2026-06-01,남성,50대,comment,2,0.53
inffol-3419,inf-0173,2026-06-01,남성,60대+,comment,1,0.27
inffol-3420,inf-0173,2026-06-01,여성,10대,comment,11,2.92
inffol-3421,inf-0173,2026-06-01,여성,20대,comment,20,5.31
inffol-3422,inf-0173,2026-06-01,여성,30대,comment,8,2.12
inffol-3423,inf-0173,2026-06-01,여성,40대,comment,17,4.51
inffol-3424,inf-0173,2026-06-01,여성,50대,comment,1,0.27
inffol-3425,inf-0173,2026-06-01,여성,60대+,comment,1,0.27
inffol-3426,inf-0174,2026-06-01,남성,10대,like,8,1.88
inffol-3427,inf-0174,2026-06-01,남성,20대,like,27,6.35
inffol-3428,inf-0174,2026-06-01,남성,30대,like,27,6.35
inffol-3429,inf-0174,2026-06-01,남성,40대,like,71,16.71
inffol-3430,inf-0174,2026-06-01,남성,50대,like,17,4.0
inffol-3431,inf-0174,2026-06-01,남성,60대+,like,4,0.94
inffol-3432,inf-0174,2026-06-01,여성,10대,like,7,1.65
inffol-3433,inf-0174,2026-06-01,여성,20대,like,23,5.41
inffol-3434,inf-0174,2026-06-01,여성,30대,like,30,7.06
inffol-3435,inf-0174,2026-06-01,여성,40대,like,69,16.24
inffol-3436,inf-0174,2026-06-01,여성,50대,like,10,2.35
inffol-3437,inf-0174,2026-06-01,여성,60대+,like,3,0.71
inffol-3438,inf-0174,2026-06-01,남성,10대,comment,5,1.18
inffol-3439,inf-0174,2026-06-01,남성,20대,comment,11,2.59
inffol-3440,inf-0174,2026-06-01,남성,30대,comment,15,3.53
inffol-3441,inf-0174,2026-06-01,남성,40대,comment,33,7.76
inffol-3442,inf-0174,2026-06-01,남성,50대,comment,7,1.65
inffol-3443,inf-0174,2026-06-01,남성,60대+,comment,1,0.24
inffol-3444,inf-0174,2026-06-01,여성,10대,comment,1,0.24
inffol-3445,inf-0174,2026-06-01,여성,20대,comment,4,0.94
inffol-3446,inf-0174,2026-06-01,여성,30대,comment,13,3.06
inffol-3447,inf-0174,2026-06-01,여성,40대,comment,31,7.29
inffol-3448,inf-0174,2026-06-01,여성,50대,comment,7,1.65
inffol-3449,inf-0174,2026-06-01,여성,60대+,comment,1,0.24
inffol-3450,inf-0175,2026-06-01,남성,20대,like,51,9.59
inffol-3451,inf-0175,2026-06-01,남성,30대,like,146,27.44
inffol-3452,inf-0175,2026-06-01,남성,40대,like,10,1.88
inffol-3453,inf-0175,2026-06-01,남성,50대,like,1,0.19
inffol-3454,inf-0175,2026-06-01,여성,20대,like,76,14.29
inffol-3455,inf-0175,2026-06-01,여성,30대,like,93,17.48
inffol-3456,inf-0175,2026-06-01,여성,40대,like,7,1.32
inffol-3457,inf-0175,2026-06-01,남성,20대,comment,15,2.82
inffol-3458,inf-0175,2026-06-01,남성,30대,comment,53,9.96
inffol-3459,inf-0175,2026-06-01,남성,40대,comment,1,0.19
inffol-3460,inf-0175,2026-06-01,남성,50대,comment,1,0.19
inffol-3461,inf-0175,2026-06-01,여성,20대,comment,31,5.83
inffol-3462,inf-0175,2026-06-01,여성,30대,comment,40,7.52
inffol-3463,inf-0175,2026-06-01,여성,40대,comment,7,1.32
inffol-3464,inf-0176,2026-06-01,남성,10대,like,15,1.45
inffol-3465,inf-0176,2026-06-01,남성,20대,like,181,17.5
inffol-3466,inf-0176,2026-06-01,남성,30대,like,152,14.7
inffol-3467,inf-0176,2026-06-01,남성,40대,like,6,0.58
inffol-3468,inf-0176,2026-06-01,남성,50대,like,1,0.1
inffol-3469,inf-0176,2026-06-01,남성,60대+,like,159,15.38
inffol-3470,inf-0176,2026-06-01,여성,10대,like,6,0.58
inffol-3471,inf-0176,2026-06-01,여성,20대,like,22,2.13
inffol-3472,inf-0176,2026-06-01,여성,30대,like,28,2.71
inffol-3473,inf-0176,2026-06-01,여성,60대+,like,31,3.0
inffol-3474,inf-0176,2026-06-01,남성,10대,comment,15,1.45
inffol-3475,inf-0176,2026-06-01,남성,20대,comment,122,11.8
inffol-3476,inf-0176,2026-06-01,남성,30대,comment,106,10.25
inffol-3477,inf-0176,2026-06-01,남성,40대,comment,3,0.29
inffol-3478,inf-0176,2026-06-01,남성,50대,comment,3,0.29
inffol-3479,inf-0176,2026-06-01,남성,60대+,comment,113,10.93
inffol-3480,inf-0176,2026-06-01,여성,10대,comment,3,0.29
inffol-3481,inf-0176,2026-06-01,여성,20대,comment,22,2.13
inffol-3482,inf-0176,2026-06-01,여성,30대,comment,25,2.42
inffol-3483,inf-0176,2026-06-01,여성,60대+,comment,21,2.03
inffol-3484,inf-0177,2026-06-01,남성,10대,like,15,1.67
inffol-3485,inf-0177,2026-06-01,남성,20대,like,232,25.81
inffol-3486,inf-0177,2026-06-01,남성,30대,like,212,23.58
inffol-3487,inf-0177,2026-06-01,남성,40대,like,24,2.67
inffol-3488,inf-0177,2026-06-01,남성,50대,like,14,1.56
inffol-3489,inf-0177,2026-06-01,여성,10대,like,11,1.22
inffol-3490,inf-0177,2026-06-01,여성,20대,like,99,11.01
inffol-3491,inf-0177,2026-06-01,여성,30대,like,129,14.35
inffol-3492,inf-0177,2026-06-01,여성,40대,like,18,2.0
inffol-3493,inf-0177,2026-06-01,여성,50대,like,13,1.45
inffol-3494,inf-0177,2026-06-01,남성,10대,comment,2,0.22
inffol-3495,inf-0177,2026-06-01,남성,20대,comment,42,4.67
inffol-3496,inf-0177,2026-06-01,남성,30대,comment,35,3.89
inffol-3497,inf-0177,2026-06-01,남성,40대,comment,6,0.67
inffol-3498,inf-0177,2026-06-01,남성,50대,comment,6,0.67
inffol-3499,inf-0177,2026-06-01,여성,10대,comment,2,0.22
inffol-3500,inf-0177,2026-06-01,여성,20대,comment,20,2.22
inffol-3501,inf-0177,2026-06-01,여성,30대,comment,15,1.67
inffol-3502,inf-0177,2026-06-01,여성,40대,comment,3,0.33
inffol-3503,inf-0177,2026-06-01,여성,50대,comment,1,0.11
inffol-3504,inf-0178,2026-06-01,남성,20대,like,2,3.17
inffol-3505,inf-0178,2026-06-01,남성,30대,like,1,1.59
inffol-3506,inf-0178,2026-06-01,남성,40대,like,1,1.59
inffol-3507,inf-0178,2026-06-01,여성,10대,like,1,1.59
inffol-3508,inf-0178,2026-06-01,여성,20대,like,8,12.7
inffol-3509,inf-0178,2026-06-01,여성,30대,like,8,12.7
inffol-3510,inf-0178,2026-06-01,여성,40대,like,7,11.11
inffol-3511,inf-0178,2026-06-01,여성,50대,like,2,3.17
inffol-3512,inf-0178,2026-06-01,여성,60대+,like,2,3.17
inffol-3513,inf-0178,2026-06-01,남성,40대,comment,2,3.17
inffol-3514,inf-0178,2026-06-01,여성,10대,comment,2,3.17
inffol-3515,inf-0178,2026-06-01,여성,20대,comment,10,15.87
inffol-3516,inf-0178,2026-06-01,여성,30대,comment,5,7.94
inffol-3517,inf-0178,2026-06-01,여성,40대,comment,9,14.29
inffol-3518,inf-0178,2026-06-01,여성,60대+,comment,3,4.76
inffol-3519,inf-0179,2026-06-01,남성,10대,like,2,7.14
inffol-3520,inf-0179,2026-06-01,남성,20대,like,2,7.14
inffol-3521,inf-0179,2026-06-01,남성,30대,like,1,3.57
inffol-3522,inf-0179,2026-06-01,남성,40대,like,2,7.14
inffol-3523,inf-0179,2026-06-01,여성,10대,like,6,21.43
inffol-3524,inf-0179,2026-06-01,여성,20대,like,1,3.57
inffol-3525,inf-0179,2026-06-01,여성,40대,like,3,10.71
inffol-3526,inf-0179,2026-06-01,남성,10대,comment,1,3.57
inffol-3527,inf-0179,2026-06-01,남성,20대,comment,1,3.57
inffol-3528,inf-0179,2026-06-01,남성,40대,comment,1,3.57
inffol-3529,inf-0179,2026-06-01,여성,10대,comment,5,17.86
inffol-3530,inf-0179,2026-06-01,여성,20대,comment,1,3.57
inffol-3531,inf-0179,2026-06-01,여성,30대,comment,1,3.57
inffol-3532,inf-0179,2026-06-01,여성,40대,comment,1,3.57
inffol-3533,inf-0180,2026-06-01,남성,10대,like,37,3.43
inffol-3534,inf-0180,2026-06-01,남성,20대,like,296,27.46
inffol-3535,inf-0180,2026-06-01,남성,30대,like,41,3.8
inffol-3536,inf-0180,2026-06-01,남성,40대,like,92,8.53
inffol-3537,inf-0180,2026-06-01,남성,50대,like,1,0.09
inffol-3538,inf-0180,2026-06-01,남성,60대+,like,39,3.62
inffol-3539,inf-0180,2026-06-01,여성,10대,like,43,3.99
inffol-3540,inf-0180,2026-06-01,여성,20대,like,258,23.93
inffol-3541,inf-0180,2026-06-01,여성,30대,like,31,2.88
inffol-3542,inf-0180,2026-06-01,여성,40대,like,77,7.14
inffol-3543,inf-0180,2026-06-01,여성,50대,like,1,0.09
inffol-3544,inf-0180,2026-06-01,여성,60대+,like,35,3.25
inffol-3545,inf-0180,2026-06-01,남성,10대,comment,3,0.28
inffol-3546,inf-0180,2026-06-01,남성,20대,comment,32,2.97
inffol-3547,inf-0180,2026-06-01,남성,30대,comment,3,0.28
inffol-3548,inf-0180,2026-06-01,남성,40대,comment,14,1.3
inffol-3549,inf-0180,2026-06-01,남성,50대,comment,1,0.09
inffol-3550,inf-0180,2026-06-01,남성,60대+,comment,7,0.65
inffol-3551,inf-0180,2026-06-01,여성,10대,comment,6,0.56
inffol-3552,inf-0180,2026-06-01,여성,20대,comment,35,3.25
inffol-3553,inf-0180,2026-06-01,여성,40대,comment,15,1.39
inffol-3554,inf-0180,2026-06-01,여성,60대+,comment,11,1.02
inffol-3555,inf-0181,2026-06-01,남성,10대,like,10,1.51
inffol-3556,inf-0181,2026-06-01,남성,20대,like,80,12.07
inffol-3557,inf-0181,2026-06-01,남성,30대,like,47,7.09
inffol-3558,inf-0181,2026-06-01,남성,40대,like,6,0.9
inffol-3559,inf-0181,2026-06-01,남성,50대,like,18,2.71
inffol-3560,inf-0181,2026-06-01,여성,10대,like,11,1.66
inffol-3561,inf-0181,2026-06-01,여성,20대,like,79,11.92
inffol-3562,inf-0181,2026-06-01,여성,30대,like,58,8.75
inffol-3563,inf-0181,2026-06-01,여성,40대,like,9,1.36
inffol-3564,inf-0181,2026-06-01,여성,50대,like,35,5.28
inffol-3565,inf-0181,2026-06-01,남성,10대,comment,5,0.75
inffol-3566,inf-0181,2026-06-01,남성,20대,comment,71,10.71
inffol-3567,inf-0181,2026-06-01,남성,30대,comment,28,4.22
inffol-3568,inf-0181,2026-06-01,남성,40대,comment,6,0.9
inffol-3569,inf-0181,2026-06-01,남성,50대,comment,36,5.43
inffol-3570,inf-0181,2026-06-01,여성,10대,comment,7,1.06
inffol-3571,inf-0181,2026-06-01,여성,20대,comment,79,11.92
inffol-3572,inf-0181,2026-06-01,여성,30대,comment,45,6.79
inffol-3573,inf-0181,2026-06-01,여성,40대,comment,2,0.3
inffol-3574,inf-0181,2026-06-01,여성,50대,comment,31,4.68
inffol-3575,inf-0182,2026-06-01,남성,20대,like,8,10.67
inffol-3576,inf-0182,2026-06-01,남성,30대,like,16,21.33
inffol-3577,inf-0182,2026-06-01,남성,40대,like,3,4.0
inffol-3578,inf-0182,2026-06-01,남성,50대,like,1,1.33
inffol-3579,inf-0182,2026-06-01,여성,20대,like,5,6.67
inffol-3580,inf-0182,2026-06-01,여성,30대,like,15,20.0
inffol-3581,inf-0182,2026-06-01,여성,40대,like,6,8.0
inffol-3582,inf-0182,2026-06-01,여성,50대,like,1,1.33
inffol-3583,inf-0182,2026-06-01,남성,20대,comment,2,2.67
inffol-3584,inf-0182,2026-06-01,남성,30대,comment,4,5.33
inffol-3585,inf-0182,2026-06-01,남성,40대,comment,2,2.67
inffol-3586,inf-0182,2026-06-01,남성,50대,comment,1,1.33
inffol-3587,inf-0182,2026-06-01,여성,20대,comment,1,1.33
inffol-3588,inf-0182,2026-06-01,여성,30대,comment,8,10.67
inffol-3589,inf-0182,2026-06-01,여성,50대,comment,2,2.67
inffol-3590,inf-0183,2026-06-01,남성,10대,like,10,2.43
inffol-3591,inf-0183,2026-06-01,남성,20대,like,28,6.81
inffol-3592,inf-0183,2026-06-01,남성,30대,like,120,29.2
inffol-3593,inf-0183,2026-06-01,남성,40대,like,34,8.27
inffol-3594,inf-0183,2026-06-01,남성,50대,like,1,0.24
inffol-3595,inf-0183,2026-06-01,남성,60대+,like,2,0.49
inffol-3596,inf-0183,2026-06-01,여성,10대,like,14,3.41
inffol-3597,inf-0183,2026-06-01,여성,20대,like,46,11.19
inffol-3598,inf-0183,2026-06-01,여성,30대,like,108,26.28
inffol-3599,inf-0183,2026-06-01,여성,40대,like,38,9.25
inffol-3600,inf-0183,2026-06-01,여성,50대,like,3,0.73
inffol-3601,inf-0183,2026-06-01,여성,60대+,like,4,0.97
inffol-3602,inf-0183,2026-06-01,남성,30대,comment,1,0.24
inffol-3603,inf-0183,2026-06-01,남성,40대,comment,2,0.49
inffol-3604,inf-0184,2026-06-01,남성,10대,like,3,0.88
inffol-3605,inf-0184,2026-06-01,남성,20대,like,39,11.44
inffol-3606,inf-0184,2026-06-01,남성,30대,like,31,9.09
inffol-3607,inf-0184,2026-06-01,남성,40대,like,8,2.35
inffol-3608,inf-0184,2026-06-01,남성,50대,like,32,9.38
inffol-3609,inf-0184,2026-06-01,여성,10대,like,5,1.47
inffol-3610,inf-0184,2026-06-01,여성,20대,like,45,13.2
inffol-3611,inf-0184,2026-06-01,여성,30대,like,44,12.9
inffol-3612,inf-0184,2026-06-01,여성,40대,like,8,2.35
inffol-3613,inf-0184,2026-06-01,여성,50대,like,22,6.45
inffol-3614,inf-0184,2026-06-01,남성,10대,comment,2,0.59
inffol-3615,inf-0184,2026-06-01,남성,20대,comment,16,4.69
inffol-3616,inf-0184,2026-06-01,남성,30대,comment,9,2.64
inffol-3617,inf-0184,2026-06-01,남성,40대,comment,4,1.17
inffol-3618,inf-0184,2026-06-01,남성,50대,comment,12,3.52
inffol-3619,inf-0184,2026-06-01,여성,10대,comment,6,1.76
inffol-3620,inf-0184,2026-06-01,여성,20대,comment,27,7.92
inffol-3621,inf-0184,2026-06-01,여성,30대,comment,17,4.99
inffol-3622,inf-0184,2026-06-01,여성,40대,comment,3,0.88
inffol-3623,inf-0184,2026-06-01,여성,50대,comment,8,2.35
inffol-3624,inf-0185,2026-06-01,남성,10대,like,54,7.88
inffol-3625,inf-0185,2026-06-01,남성,20대,like,108,15.77
inffol-3626,inf-0185,2026-06-01,남성,30대,like,176,25.69
inffol-3627,inf-0185,2026-06-01,남성,40대,like,12,1.75
inffol-3628,inf-0185,2026-06-01,남성,50대,like,18,2.63
inffol-3629,inf-0185,2026-06-01,남성,60대+,like,16,2.34
inffol-3630,inf-0185,2026-06-01,여성,10대,like,34,4.96
inffol-3631,inf-0185,2026-06-01,여성,20대,like,92,13.43
inffol-3632,inf-0185,2026-06-01,여성,30대,like,123,17.96
inffol-3633,inf-0185,2026-06-01,여성,40대,like,10,1.46
inffol-3634,inf-0185,2026-06-01,여성,50대,like,9,1.31
inffol-3635,inf-0185,2026-06-01,여성,60대+,like,9,1.31
inffol-3636,inf-0185,2026-06-01,남성,10대,comment,2,0.29
inffol-3637,inf-0185,2026-06-01,남성,20대,comment,2,0.29
inffol-3638,inf-0185,2026-06-01,남성,30대,comment,11,1.61
inffol-3639,inf-0185,2026-06-01,남성,40대,comment,1,0.15
inffol-3640,inf-0185,2026-06-01,남성,50대,comment,1,0.15
inffol-3641,inf-0185,2026-06-01,여성,10대,comment,2,0.29
inffol-3642,inf-0185,2026-06-01,여성,20대,comment,2,0.29
inffol-3643,inf-0185,2026-06-01,여성,30대,comment,3,0.44
inffol-3644,inf-0186,2026-06-01,남성,10대,like,36,2.14
inffol-3645,inf-0186,2026-06-01,남성,20대,like,238,14.12
inffol-3646,inf-0186,2026-06-01,남성,30대,like,160,9.49
inffol-3647,inf-0186,2026-06-01,남성,40대,like,118,7.0
inffol-3648,inf-0186,2026-06-01,남성,50대,like,63,3.74
inffol-3649,inf-0186,2026-06-01,여성,10대,like,13,0.77
inffol-3650,inf-0186,2026-06-01,여성,20대,like,124,7.35
inffol-3651,inf-0186,2026-06-01,여성,30대,like,87,5.16
inffol-3652,inf-0186,2026-06-01,여성,40대,like,34,2.02
inffol-3653,inf-0186,2026-06-01,여성,50대,like,36,2.14
inffol-3654,inf-0186,2026-06-01,남성,10대,comment,39,2.31
inffol-3655,inf-0186,2026-06-01,남성,20대,comment,225,13.35
inffol-3656,inf-0186,2026-06-01,남성,30대,comment,127,7.53
inffol-3657,inf-0186,2026-06-01,남성,40대,comment,85,5.04
inffol-3658,inf-0186,2026-06-01,남성,50대,comment,65,3.86
inffol-3659,inf-0186,2026-06-01,여성,10대,comment,8,0.47
inffol-3660,inf-0186,2026-06-01,여성,20대,comment,97,5.75
inffol-3661,inf-0186,2026-06-01,여성,30대,comment,59,3.5
inffol-3662,inf-0186,2026-06-01,여성,40대,comment,36,2.14
inffol-3663,inf-0186,2026-06-01,여성,50대,comment,36,2.14
inffol-3664,inf-0187,2026-06-01,남성,10대,like,24,1.54
inffol-3665,inf-0187,2026-06-01,남성,20대,like,325,20.85
inffol-3666,inf-0187,2026-06-01,남성,30대,like,125,8.02
inffol-3667,inf-0187,2026-06-01,남성,40대,like,44,2.82
inffol-3668,inf-0187,2026-06-01,남성,50대,like,16,1.03
inffol-3669,inf-0187,2026-06-01,남성,60대+,like,3,0.19
inffol-3670,inf-0187,2026-06-01,여성,10대,like,10,0.64
inffol-3671,inf-0187,2026-06-01,여성,20대,like,176,11.29
inffol-3672,inf-0187,2026-06-01,여성,30대,like,33,2.12
inffol-3673,inf-0187,2026-06-01,여성,40대,like,14,0.9
inffol-3674,inf-0187,2026-06-01,여성,50대,like,13,0.83
inffol-3675,inf-0187,2026-06-01,여성,60대+,like,2,0.13
inffol-3676,inf-0187,2026-06-01,남성,10대,comment,20,1.28
inffol-3677,inf-0187,2026-06-01,남성,20대,comment,328,21.04
inffol-3678,inf-0187,2026-06-01,남성,30대,comment,117,7.5
inffol-3679,inf-0187,2026-06-01,남성,40대,comment,48,3.08
inffol-3680,inf-0187,2026-06-01,남성,50대,comment,21,1.35
inffol-3681,inf-0187,2026-06-01,남성,60대+,comment,3,0.19
inffol-3682,inf-0187,2026-06-01,여성,10대,comment,14,0.9
inffol-3683,inf-0187,2026-06-01,여성,20대,comment,161,10.33
inffol-3684,inf-0187,2026-06-01,여성,30대,comment,29,1.86
inffol-3685,inf-0187,2026-06-01,여성,40대,comment,18,1.15
inffol-3686,inf-0187,2026-06-01,여성,50대,comment,10,0.64
inffol-3687,inf-0187,2026-06-01,여성,60대+,comment,5,0.32
inffol-3688,inf-0188,2026-06-01,남성,20대,like,4,3.57
inffol-3689,inf-0188,2026-06-01,남성,30대,like,24,21.43
inffol-3690,inf-0188,2026-06-01,남성,40대,like,7,6.25
inffol-3691,inf-0188,2026-06-01,남성,50대,like,1,0.89
